,CRIM,RM,MEDV,predicted,residual
0,0.40771,6.164,21.7,20.85177741760859,-0.8482225823914078
1,0.06263,6.593,22.4,22.31154004126182,-0.08845995873817714
2,0.55778,6.335,18.1,21.292600297481968,3.1926002974819667
3,0.32982,5.822,18.4,19.861146436409744,1.461146436409745
4,0.11027,6.456,22.2,21.87604662823674,-0.32395337176325967
5,0.05023,5.706,17.1,19.64929104912184,2.5492910491218375
6,0.24103,6.083,22.2,20.689843323097787,-1.5101566769022128
7,0.03041,5.895,18.5,20.227572002678897,1.7275720026788974
8,0.05789,5.878,22.0,20.162956097366564,-1.837043902633436
9,0.85204,5.965,19.6,20.03524592774549,0.43524592774548765
10,4.42228,6.003,19.1,18.398813492368067,-0.7011865076319346
11,25.0461,5.987,5.6,8.23733329248191,2.6373332924819106
12,0.10574,5.983,13.6,20.455359441236595,6.855359441236596
13,0.03548,5.876,20.9,20.167928811632766,-0.7320711883672324
14,0.2896,5.39,19.7,18.581299431316125,-1.1187005686838738
15,9.51363,6.728,14.9,18.083147933653503,3.183147933653503
16,0.05646,6.232,21.2,21.22858256188621,0.028582561886210556
17,9.59571,6.404,12.1,17.068220852243233,4.968220852243233
18,0.17899,5.67,23.1,19.477853243400464,-3.6221467565995376
19,15.5757,5.926,19.1,12.697850110002754,-6.402149889997247
20,1.62864,5.019,14.4,16.808605731085816,2.4086057310858155
21,1.6566,6.122,21.5,20.113009419282644,-1.386990580717356
22,3.69695,4.963,21.9,15.625901257476091,-6.274098742523908
23,0.26938,6.266,21.6,21.226453467572362,-0.373546532427639
24,3.56868,6.437,23.2,20.122981504010106,-3.0770184959898934
25,3.53501,6.152,15.6,19.282137276103107,3.6821372761031075
26,0.12744,6.77,26.6,22.812221635116025,-3.7877783648839767
27,0.49298,6.635,22.8,22.22685542644396,-0.5731445735560392
28,6.39312,6.162,13.3,17.91068222121426,4.610682221214258
29,0.84054,5.599,13.9,18.93986081535591,5.03986081535591
30,0.08014,5.85,21.0,20.067813941612222,-0.9321860583877779
31,4.34879,6.167,19.9,18.92820613769952,-0.9717938623004798
32,0.76162,5.56,22.8,18.861238718028467,-3.9387612819715336
33,9.33889,6.38,9.5,17.12195991981754,7.621959919817542
34,1.05393,5.935,23.1,19.845996783245454,-3.2540032167545476
35,0.17446,5.96,21.7,20.35247100618784,-1.3475289938121584
36,0.52058,6.631,25.1,22.201288100251684,-2.8987118997483172
37,0.05479,6.616,28.4,22.384574616773996,-6.0154253832260025
